AÑO,CENTRAL,CENTRAL DESCRIPCIÓN,MAQUINA,FUENTE DE ENERGÍA,REGIÓN,PROVINCIA,MES,ENERGÍA GENERADA [GWh],Nueva Generación
2022,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,mar-22,15.8,Resto
2022,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,mar-22,9.8,Resto
2022,RAW3EO,RAWSON 3 EOLICO,RAW3EO,EOLICO,PATAGONIA,CHUBUT,mar-22,9.6,Resto
2022,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-22,4.3,Resto
2022,RES1,BIOGAS CT RESENER SA,RES1DI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,mar-22,0,RENOVAR
2022,RESCHI,H RIO ESCONDIDO,RESCHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-22,2.5,RENOVAR
2022,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,mar-22,12.6,Resto
2022,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-22,2.2,Resto
2022,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,mar-22,1.7,Resto
2022,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-22,0,Resto
2022,SANDFV,PQUE FOTOV.SOLAR DE LOS ANDES,SANDFV,SOLAR,CUYO,MENDOZA,mar-22,1.3,Resto
2022,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-22,0.7,Resto
2022,SAUJFV,Parque Solar  Saujil,SAUJFV,SOLAR,NOROESTE,CATAMARCA,mar-22,5.2,RENOVAR
2022,SCAB,CT BIOGENERADORA SANTA CATALINA,SCABDI01,BIOGAS,CENTRO,CORDOBA,mar-22,1.4,RENOVAR
2022,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-22,0,Resto
2022,SJMTEO,P.EOLICO MATACO 3 PICOS,SJMTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-22,77.6,RENOVAR
2022,SJU2FV,SAN JUAN I FV,SJU2FV,SOLAR,CUYO,SAN JUAN,mar-22,0.1,Resto
2022,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,mar-22,0.2,Resto
2022,SM3D,CTBRS SAN MARTÍN NORTE III-D,SM3DDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,mar-22,3.7,RENOVAR
2022,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,mar-22,3.1,Resto
2022,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,mar-22,1.6,Resto
2022,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,mar-22,7.1,Resto
2022,SPEV,SAN PEDRO VERDE,SPEVDI01,BIOGAS,LITORAL,SANTA FE,mar-22,0.9,RENOVAR
2022,SPUNFV,PQUE SOLAR FTV DE LA PUNTA,SPUNFV,SOLAR,CENTRO,SAN LUIS,mar-22,1,Renovar 202
2022,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-22,4.9,Resto
2022,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,mar-22,0,Resto
2022,TAMBFV,P. S. TAMBERÍAS,TAMBFV,SOLAR,CUYO,SAN JUAN,mar-22,0.8,Resto
2022,TBENHI,PAH DIQUE TIBURCIO BENEGAS,TBENHI,HIDRO <=50MW,CUYO,MENDOZA,mar-22,0.6,RENOVAR
2022,TER2EO,Parque eólico Los TEROS II,TER2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-22,21.5,Resto
2022,TEROEO,Parque Eólico LOS TEROS,TEROEO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-22,45.7,Resto
2022,TICI,C.T. TICINO BIOMASA S.A.,TICITV01,BIOMASA,CENTRO,CORDOBA,mar-22,1.7,RENOVAR
2022,TIGO,BIOGAS CTBG TIGONBU,TIGODI01,BIOGAS,CENTRO,SAN LUIS,mar-22,1.2,RENOVAR
2022,TIN2FV,Parque Solar Tinogasta II,TIN2FV,SOLAR,NOROESTE,CATAMARCA,mar-22,1.5,RENOVAR
2022,TINOFV,Parque Solar Tinogasta I,TINOFV,SOLAR,NOROESTE,CATAMARCA,mar-22,3.2,RENOVAR
2022,TIRO,C.T. BIOMASA UNITAN. Puerto Tirol,TIROTV01,BIOMASA,NORESTE,CHACO,mar-22,0,RENOVAR
2022,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,mar-22,0,Resto
2022,TSANFV,AGRITUR SAN LUIS S.A.,TSANFV,SOLAR,CENTRO,SAN LUIS,mar-22,0,Resto
2022,TSAUHI,Triple Salto,TSAUHI,HIDRO <=50MW,CUYO,MENDOZA,mar-22,0.1,RENOVAR
2022,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,mar-22,3.5,Resto
2022,UL42FV,P.S. Ullúm 4 ampliación Mater,UL42FV,SOLAR,CUYO,SAN JUAN,mar-22,1.6,Resto
2022,ULL3FV,P.S. Ullúm N3,ULL3FV,SOLAR,CUYO,SAN JUAN,mar-22,8.2,RENOVAR
2022,ULL4FV,P.S. Ullúm 4,ULL4FV,SOLAR,CUYO,SAN JUAN,mar-22,3.3,RENOVAR
2022,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,mar-22,8,Resto
2022,ULN1FV,P.S. Ullúm N1,ULN1FV,SOLAR,CUYO,SAN JUAN,mar-22,6.2,RENOVAR
2022,ULN2FV,P.S. Ullúm N2,ULN2FV,SOLAR,CUYO,SAN JUAN,mar-22,6.4,RENOVAR
2022,VLO2EO,EÓLICO VILLALONGA II GENNEIA,VLO2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-22,1.4,Resto
2022,VLONEO,EÓLICO VILLALONGA GENNEIA,VLONEO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-22,21.5,RENOVAR
2022,VROS,BIOGAS CTBG VILLA DEL ROS. CGY,VROSDI01,BIOGAS,CENTRO,CORDOBA,mar-22,0.7,RENOVAR
2022,VSECEO,PE. VIENTOS DEL SECANO,VSECEO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-22,19.2,RENOVAR
2022,VTBG,Central Térmica a Biogás VENADO TUERTO,VTBGDI01,BIOGAS,LITORAL,SANTA FE,mar-22,1.4,RENOVAR
2022,YAN2,C.T. YANQUETRUZ II,YAN2DI01,BIOGAS,CENTRO,SAN LUIS,mar-22,0.5,RENOVAR
2022,YANQ,CB YANQUETRUZ,YANQDI01,BIOGAS,CENTRO,SAN LUIS,mar-22,0.9,RENOVAR
2022,LEONEO,P.EOLICO CAÑADON LEÓN REN 2,LEONEO,EOLICO,PATAGONIA,SANTA CRUZ,mar-22,33.6,RENOVAR
2022,LEO1EO,P.EOLICO CAÑADON LEÓN MATER,LEO1EO,EOLICO,PATAGONIA,SANTA CRUZ,mar-22,6.1,Resto
2022,GU11HI,PAH SALTO 11,GU11HI,HIDRO <=50MW,CUYO,MENDOZA,mar-22,0,RENOVAR
2022,HESRFV,P.S.F.V. Helios Santa Rosa,HESRFV,SOLAR,CUYO,MENDOZA,mar-22,0.7,RENOVAR
2022,SAL2HI,PAH SALTO DE LA LOMA,SAL2HI,HIDRO <=50MW,CUYO,SAN JUAN,mar-22,0.2,RENOVAR
2022,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,mar-22,10.880.40,Demanda
2022,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,mar-22,0,Resto
2022,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,mar-22,0,Resto
2022,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-22,0,Resto
2022,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-22,0,Resto
2022,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,mar-22,0,Resto
2022,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,mar-22,0,Resto
2022,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-22,0,Resto
2022,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-22,0,Resto
2022,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-22,0,Resto
2022,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,mar-22,0,Resto
2022,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,mar-22,0,Resto
2022,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,mar-22,0,Resto
2022,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,mar-22,0,Resto
2022,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,mar-22,0,Resto
2022,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,mar-22,0,Resto
2022,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,mar-22,0,Resto
2022,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,mar-22,0,Resto
2022,SCAB,CT BIOGENERADORA SANTA CATALINA,SCABDI01,BIOGAS,CENTRO,CORDOBA,mar-22,0,RENOVAR
2022,ABBG,CT AB ENERGÍA,ABBGDI01,BIOGAS,COMAHUE,LA PAMPA,abr-22,1.3,RENOVAR
2022,ABEF,BIOGAS CTBG ARRE BEEF SA,ABEFDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,abr-22,0.7,RENOVAR
2022,ACHIEO,CP Achiras S.A.U.,ACHIEO,EOLICO,CENTRO,CORDOBA,abr-22,17.7,RENOVAR
2022,ALT1FV,P.S. ALTIPLANO I,ALT1FV,SOLAR,NOROESTE,SALTA,abr-22,23,RENOVAR
2022,ALU1EO,Parque eólico ALUAR I,ALU1EO,EOLICO,PATAGONIA,CHUBUT,abr-22,25.9,Resto
2022,ALUAEO,Parque eólico autogeneración ALUAR,ALUAEO,EOLICO,PATAGONIA,CHUBUT,abr-22,38.7,Resto
2022,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,abr-22,1.6,Resto
2022,ANPCFV,PQUE SOLAR ANCHIPURAC MATER,ANPCFV,SOLAR,CUYO,SAN JUAN,abr-22,0.5,Resto
2022,AR21EO,P.EOLICO V ARAUCO II RENOV 1,AR21EO,EOLICO,NOROESTE,LA RIOJA,abr-22,27.9,RENOVAR
2022,ARA2EO,ARAUCO EOLICO 2,ARA2EO,EOLICO,NOROESTE,LA RIOJA,abr-22,3.6,Resto
2022,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,abr-22,3.4,Resto
2022,AVEL,BIOGAS CT AVELLANEDA SECCO,AVELDI01,BIOGAS,LITORAL,SANTA FE,abr-22,4.3,RENOVAR
2022,BAHIEO,Parques Eólicos del Fin del Mundo SA,BAHIEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,21.9,Resto
2022,BANDEO,La Banderita,BANDEO,EOLICO,BUENOS AIRES,LA PAMPA,abr-22,14.9,RENOVAR
2022,BIC2EO,P.EOLICO BICENTENARIO 2,BIC2EO,EOLICO,PATAGONIA,SANTA CRUZ,abr-22,10.2,Resto
2022,BICEEO,PARQUE EOLICO BICENTENARIO S.A.,BICEEO,EOLICO,PATAGONIA,SANTA CRUZ,abr-22,40.3,RENOVAR
2022,BRC1,BIO R. CUARTO 1,BRC1DI01,BIOGAS,CENTRO,CORDOBA,abr-22,1.5,RENOVAR
2022,BRC1,C.BIOELECT.R.CUARTO1 REN2,BRC1DI02,BIOGAS,CENTRO,CORDOBA,abr-22,0.8,RENOVAR
2022,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI01,BIOGAS,CENTRO,CORDOBA,abr-22,0.8,RENOVAR
2022,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI02,BIOGAS,CENTRO,CORDOBA,abr-22,0.8,RENOVAR
2022,BRIOHI,P.A.H. BOCA DEL RÍO,BRIOHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,0.2,RENOVAR
2022,BSRO,CT BIOMASA SANTA ROSA CORRIENT,BSROTV01,BIOMASA,NORESTE,CORRIENTES,abr-22,10.8,RENOVAR
2022,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,abr-22,1.9,Resto
2022,CAFAFV,Proyecto Solar FV Cafayate,CAFAFV,SOLAR,NOROESTE,SALTA,abr-22,17.2,RENOVAR
2022,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,0,Resto
2022,CALOFV,P.S. Caldenes del Oeste,CALOFV,SOLAR,CENTRO,SAN LUIS,abr-22,4.7,RENOVAR
2022,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,abr-22,5.4,Resto
2022,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,2.6,Resto
2022,CAU1FV,Parque Solar Fotovoltaico CAUCHARI I,CAU1FV,SOLAR,NOROESTE,JUJUY,abr-22,21.9,RENOVAR
2022,CAU2FV,Parque Solar Fotovoltaico CAUCHARI II,CAU2FV,SOLAR,NOROESTE,JUJUY,abr-22,20.6,RENOVAR
2022,CAU3FV,Parque Solar Fotovoltaico CAUCHARI III,CAU3FV,SOLAR,NOROESTE,JUJUY,abr-22,21.4,RENOVAR
2022,CAZU,CT BIOMASA MM BIOENERGÍA,CAZUTV01,BIOMASA,NORESTE,MISIONES,abr-22,2,RENOVAR
2022,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,0,Resto
2022,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,abr-22,2.3,Resto
2022,CHEPFV,Parque Solar Chepes,CHEPFV,SOLAR,NOROESTE,LA RIOJA,abr-22,0.3,Resto
2022,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,abr-22,0.5,Resto
2022,CHN2EO,PE. CHUBUT NORTE II,CHN2EO,EOLICO,PATAGONIA,CHUBUT,abr-22,9.8,RENOVAR
2022,CHN3EO,PE. CHUBUT NORTE III,CHN3EO,EOLICO,PATAGONIA,CHUBUT,abr-22,22.8,RENOVAR
2022,CHN4EO,PE. CHUBUT NORTE IV,CHN4EO,EOLICO,PATAGONIA,CHUBUT,abr-22,33.7,RENOVAR
2022,CHNOEO,Parque eólico Chubut norte,CHNOEO,EOLICO,PATAGONIA,CHUBUT,abr-22,11.1,RENOVAR
2022,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,abr-22,1.9,Resto
2022,CITR,BIOGAS CTBG CITRUSVIL-ALCOVIL,CITRDI01,BIOGAS,NOROESTE,TUCUMAN,abr-22,0.5,RENOVAR
2022,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,abr-22,0.8,Resto
2022,CORTEO,P.E. Corti,CORTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,33.7,RENOVAR
2022,CREJHI,P.A.H. CRUZ DEL EJE,CREJHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,0.1,RENOVAR
2022,CSOLFV,PQUE FOTOV.CERROS DEL SOL,CSOLFV,SOLAR,CENTRO,SAN LUIS,abr-22,0.9,Renovar 202
2022,CUM2FV,PQUE FOTOV.LA CUMBRE 2 MATER,CUM2FV,SOLAR,CENTRO,SAN LUIS,abr-22,0.8,Resto
2022,CUMBFV,Pque. Solar FV La Cumbre,CUMBFV,SOLAR,CENTRO,SAN LUIS,abr-22,4.6,RENOVAR
2022,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,abr-22,0,Resto
2022,DIA2EO,P.EOLICO DIADEMA 2,DIA2EO,EOLICO,PATAGONIA,CHUBUT,abr-22,5.2,RENOVAR
2022,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,abr-22,2.1,Resto
2022,DIAGFV,PQUE SOLAR FTV LOS DIAGUITAS,DIAGFV,SOLAR,CUYO,SAN JUAN,abr-22,0.4,Resto
2022,EN1MEO,P.EOLICO LA ENERGETICA MATER,EN1MEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,8.2,Resto
2022,ENE1EO,P.EOLICO LA ENERGETICA Renov2,ENE1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,30.8,RENOVAR
2022,ENRS,BIOGAS RS CT ENSENADA SECCO,ENRSDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,abr-22,1.8,RENOVAR
2022,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,abr-22,2.7,Resto
2022,ESCO,CTBM. LA ESCONDIDA,ESCOTV01,BIOMASA,NORESTE,CHACO,abr-22,4.4,RENOVAR
2022,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,abr-22,1.3,Resto
2022,FIAMFV,PQUE SOLAR FIAMBALA,FIAMFV,SOLAR,NOROESTE,CATAMARCA,abr-22,2.4,RENOVAR
2022,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,2.9,Resto
2022,GALV,BIOELÉCTRICA GENERAL ALVEAR S.A.,GALVDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,abr-22,0.3,RENOVAR
2022,GARAEO,P.E. Garayalde,GARAEO,EOLICO,PATAGONIA,CHUBUT,abr-22,10.4,RENOVAR
2022,GARR,C.T. BIOMASICA GARRUCHOS,GARRTV01,BIOMASA,NORESTE,CORRIENTES,abr-22,23.4,Resto
2022,GIG1,BIOGAS CTBG GIGENA I,GIG1DI01,BIOGAS,CENTRO,CORDOBA,abr-22,0.8,RENOVAR
2022,GNV1EO,P.EOLICO LA GENOVEVA I REN2,GNV1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,33.3,RENOVAR
2022,GNV2EO,P.EOLICO LA GENOVEVA II MATER,GNV2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,16.4,Resto
2022,GRIOEO,P.EOLICO GARCIA DEL RIO,GRIOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,4.3,RENOVAR
2022,GUA6HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 6,GUA6HI01,HIDRO <=50MW,CUYO,MENDOZA,abr-22,0.2,RENOVAR
2022,GUA7HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 7,GUA7HI01,HIDRO <=50MW,CUYO,MENDOZA,abr-22,0.2,RENOVAR
2022,GUA8HI,PAH. CANAL CACIQUE GUAYMALLÉN - SALTO 8,GUA8HI01,HIDRO <=50MW,CUYO,MENDOZA,abr-22,0.2,RENOVAR
2022,GUAT,C.T. ENRECO GUATIMOZIN,GUATDI01,BIOGAS,CENTRO,CORDOBA,abr-22,0.7,RENOVAR
2022,GZ2AFV,PQUE FOTOV. COR. SOL. GUAÑI.II,GZ2AFV,SOLAR,CUYO,SAN JUAN,abr-22,23,RENOVAR
2022,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,abr-22,0.5,Resto
2022,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,abr-22,0.6,Resto
2022,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,abr-22,0,Resto
2022,IGLEFV,PQUE FOTOV. CORDILLERA SOLAR,IGLEFV,SOLAR,CUYO,SAN JUAN,abr-22,17.4,RENOVAR
2022,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,abr-22,0,Resto
2022,JDAR,BIOGAS CTBG JUSTO DARACT,JDARDI01,BIOGAS,CENTRO,SAN LUIS,abr-22,0.7,RENOVAR
2022,JUMEEO,EOLICO EL JUME,JUMEEO,EOLICO,NOROESTE,SANTIAGO DEL ESTERO,abr-22,1,Resto
2022,JUNT,CTBM. GENERACIÓN LAS JUNTURAS,JUNTDI01,BIOMASA,CENTRO,CORDOBA,abr-22,0,RENOVAR
2022,KOSTEO,Central Eólica KOSTEN,KOSTEO,EOLICO,PATAGONIA,CHUBUT,abr-22,10.7,RENOVAR
2022,LCA2EO,Parque Eólico La Castellana II,LCA2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,6.3,Resto
2022,LCASEO,P.E. La Castellana,LCASEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,35.4,RENOVAR
2022,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,abr-22,0.5,Resto
2022,LEAL,CTBM INGENIO LEALES,LEALTV01,BIOMASA,NOROESTE,TUCUMAN,abr-22,0,RENOVAR
2022,LHEREO,PARQUE EÓLICO HÉRCULES,LHEREO,EOLICO,PATAGONIA,SANTA CRUZ,abr-22,35.8,RENOVAR
2022,LLANFV,PQUE SOLAR PQUE DE LOS LLANOS,LLANFV,SOLAR,NOROESTE,LA RIOJA,abr-22,3.4,Resto
2022,LLOMFV,Parque Solar Las Lomitas ( AGNISOLAR),LLOMFV,SOLAR,CUYO,SAN JUAN,abr-22,0.3,RENOVAR
2022,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,abr-22,4.4,Resto
2022,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,0.9,Resto
2022,LOM1EO,P.EOLICO LOMA BLANCA 1,LOM1EO,EOLICO,PATAGONIA,CHUBUT,abr-22,23.4,Renovar 202
2022,LOM2EO,P.EOLICO LOMA BLANCA 2,LOM2EO,EOLICO,PATAGONIA,CHUBUT,abr-22,21.4,Renovar 202
2022,LOM3EO,P.EOLICO LOMA BLANCA 3,LOM3EO,EOLICO,PATAGONIA,CHUBUT,abr-22,23.2,Renovar 202
2022,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,abr-22,12.6,Resto
2022,LOM6EO,P.EOLICO LOMA BLANCA 6,LOM6EO,EOLICO,PATAGONIA,CHUBUT,abr-22,44.8,RENOVAR
2022,LPUNFV,La Puna,LPUNFV,SOLAR,NOROESTE,SALTA,abr-22,23.8,RENOVAR
2022,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,abr-22,0.8,Resto
2022,LUJAHI,PAH LUJANITA EN,LUJAHI,HIDRO <=50MW,CUYO,MENDOZA,abr-22,0.3,Resto
2022,LUNLHI,PAH LUNLUNTA - [EMESA],LUNLHI,HIDRO <=50MW,CUYO,MENDOZA,abr-22,1.4,RENOVAR
2022,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,0,Resto
2022,MAL1EO,EOLICO MALASPINA I,MAL1EO,EOLICO,PATAGONIA,CHUBUT,abr-22,17.9,Renovar 202
2022,MANAEO,MANANTIALES BEHR (YPF),MANAEO,EOLICO,PATAGONIA,CHUBUT,abr-22,45,Resto
2022,MANQEO,P.EOLICO MANQUE MATER,MANQEO,EOLICO,CENTRO,CORDOBA,abr-22,20.3,Resto
2022,MIRAEO,PE. MIRAMAR,MIRAEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,36,RENOVAR
2022,NEC1EO,P.EOLICO VIENTOS DE NECOCHEA,NEC1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,11.9,RENOVAR
2022,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,0,Resto
2022,NEU1EO,P. E. VIENTOS NEUQUINOS I,NEU1EO,EOLICO,COMAHUE,NEUQUÉN,abr-22,34.5,Resto
2022,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,abr-22,0,Resto
2022,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,abr-22,0,Resto
2022,NONOFV,Parque Solar  Nonogasta,NONOFV,SOLAR,NOROESTE,LA RIOJA,abr-22,7.1,RENOVAR
2022,OLIVEO,P.EOLICO LOS OLIVOS MATER,OLIVEO,EOLICO,CENTRO,CORDOBA,abr-22,9.4,Resto
2022,PACU,PACUCA BIO ENERGÍA,PACUDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,abr-22,0.5,RENOVAR
2022,PAMEEO,Parque Eólico Pampa Energía (MATER),PAMEEO,EOLICO,BUENOS AIRES,BUENOS AIRES,abr-22,20.4,Resto
2022,PASIFV,Planta Fotovoltaica PASIP,PASIFV,SOLAR,CUYO,MENDOZA,abr-22,0.2,RENOVAR
2022,PERG,BIOGAS CTBG PERGAMINO,PERGDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,abr-22,1.4,RENOVAR
2022,PESP,AG PTO ESPERANZA (ECO-ENERGíA S.A.),PESPTV01,BIOMASA,NORESTE,MISIONES,abr-22,1.6,RENOVAR
2022,PMA1EO,Puerto Madryn I,PMA1EO,EOLICO,PATAGONIA,CHUBUT,abr-22,26.5,Renovar 202
2022,PMA2EO,Puerto Madryn II,PMA2EO,EOLICO,PATAGONIA,CHUBUT,abr-22,57,Renovar 202
2022,PMIS,CTBM PAPEL MISIONERO,PMISTV01,BIOMASA,NORESTE,MISIONES,abr-22,0.3,Resto
2022,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,abr-22,2.2,Resto
2022,POM1EO,Parque Eólico POMONA I,POM1EO,EOLICO,COMAHUE,RIO NEGRO,abr-22,36,RENOVAR
2022,POM2EO,Parque Eólico POMONA II,POM2EO,EOLICO,COMAHUE,RIO NEGRO,abr-22,4.6,Resto
2022,PROD,C.T. PRODEMAN BIOENERGIA,PRODTV01,BIOMASA,CENTRO,CORDOBA,abr-22,4.2,RENOVAR
2022,PROV,LA PROVIDENCIA,PROVTV01,BIOMASA,NOROESTE,TUCUMAN,abr-22,0,Resto
2022,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,abr-22,6.6,Resto
2022,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,abr-22,5.5,Resto
2022,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,abr-22,0,Resto
2022,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,abr-22,15,Resto
